,itemLabel,coordinate_location,countryLabel,temperature,vertical_depth,elevation_above_sea_level,length
7964,L'Arramblador del barranc del Racó,Point(0.53134 40.9734),Espanha,,,,
7965,L'Esmoladora,Point(-0.30239 38.75911),Espanha,,,,
7966,L'Espluga,Point(0.91055556 42.26022778),Espanha,,,1110.0,
7967,L'Âme Soeur de Pontmain,Point(-75.61602 46.26681),Canadá,,,,
7968,La Cova Negra,Point(-0.47515833 38.96688333),Espanha,,,,
7969,La Cueva de Chepa,Point(-69.581111111 18.87),República Dominicana,,,249.0,
7970,La Cueva de las Hembras,Point(-17.879166666 28.525),Espanha,,,,
7971,"La Faraz, manor house, park with pond and grotto",Point(6.869491 46.454679),Suíça,,,,
7972,La Ferrassie,Point(0.93805556 44.95180556),França,,,,
7973,La Garma cave complex,Point(-3.66583333 43.43055556),Espanha,,,,
7974,La Grallera,Point(1.06690111 42.26201111),Espanha,,,1184.0,
7975,La Grotte,Point(-75.0625 45.723611),Canadá,,,,
7976,La Grotte Merveilleuse,Point(5.518333333 36.682777777),Argélia,,,202.0,
7977,La Marche,Point(0.72463 46.40621),França,,,,
7978,La Morca cave,Point(-5.170277777 43.3825),Espanha,,,,
7979,La Mouthe cave,Point(1.02058 44.9247),França,,,,
7980,La Niche,Point(-70.3619444 48.3391667),Canadá,,,,
7981,La Poesia,Point(18.42963 40.28586),Itália,,,,
7982,"La Saltadora, shelter I",Point(0.0886 40.3908),Espanha,,,,
7983,"La Saltadora, shelter IX",Point(0.0886 40.3908),Espanha,,,,
7984,"La Saltadora, shelter VI",Point(0.0886 40.3908),Espanha,,,,
7985,"La Saltadora, shelter VII",Point(0.0886 40.3908),Espanha,,,,
7986,"La Saltadora, shelter XII",Point(0.0886 40.3908),Espanha,,,,
7987,"La Saltadora, shelter XIII",Point(0.0886 40.3908),Espanha,,,,
7988,"La Saltadora, shelter XIV",Point(0.0886 40.3908),Espanha,,,,
7989,La Sarga rock shelter I,Point(-0.45514 38.63728),Espanha,,,,
7990,La Sarga rock shelter II,Point(-0.45514 38.63728),Espanha,,,,
7991,La Sarga rock shelter III,Point(-0.45514 38.63728),Espanha,,,,
7992,La Tuta,Point(1.07119167 42.20958333),Espanha,,,1170.0,
7993,La Verna cave,Point(-0.79611111 42.97944444),França,,,,
7994,La Verna cave,Point(-0.796169 42.979327),França,,,,
7995,La Verpillière caves,Point(4.741944444 46.808888888),França,,,,10.0
7996,Labirint Cave,Point(39.80415 43.60327),Rússia,,,,
7997,Labyrinth of Buda Castle,Point(19.03415 47.500241),Hungria,,,,3300.0
7998,Labyrinthhöhle,Point(13.83245 48.75612),Áustria,,,1070.0,30.0
7999,Laci Pothole,Point(18.977466666 47.643788888),Hungria,,,,
8000,Lacy's Caves,Point(-2.67868 54.7378),Reino Unido,,,,
8001,Ladder Cave,Point(29.217777777 -28.971666666),África do Sul,,,1721.0,
8002,Ladnica,Point(18.966666666 42.396111111),Montenegro,,,,
8003,Lahoot Lamakan,Point(67.046111111 25.757222222),Paquistão,,,,
8004,Laichinger Tiefenhöhle,Point(9.69194 48.4786),Alemanha,,,,
8005,Laili,Point(126.1632 -8.5409),Timor-Leste,,,,
8006,Lake Cave,Point(115.030169 -34.0792239),Austrália,,,,
8007,Lake Proval,Point(43.09861 44.04667),Rússia,,,,
8008,Lake Shasta Caverns,Point(-122.304438888 40.8045),Estados Unidos,,,,
8009,Lake The Three Eyes,Point(-69.8435795 18.4813862),República Dominicana,,,,
8010,Laklinskaya Cave,Point(58.52833333 55.19888889),Rússia,,,,
8011,Lamb Leer,Point(-2.6553 51.2923),Reino Unido,,,,
8012,Lambrecht Kálmán Cave,Point(20.610383333 48.134716666),Hungria,,,,
8013,Lamprechtsofen,Point(12.738888888 47.526111111),Áustria,,,,
8014,Landmannahellir,Point(-19.214924503 64.054469971),Islândia,,,,
8015,Landmannahellir,Point(-19.23333333 64.05),Islândia,,,,
8016,Langcliffe Pot,Point(-2.402 54.221),Reino Unido,,,,
8017,Langun-Gobingob Cave,Point(125.05038 11.63645),Filipinas,,,,
8018,Langwith Cave,Point(-1.22563 53.22),Reino Unido,,,,
8019,"Lanrick, Cave",Point(-4.12218 56.2039),Reino Unido,,,,
8020,Lapa Terra Ronca,Point(-46.62638889 -13.98916667),Brasil,,,,
8021,Lapos Cave,Point(18.977194444 47.617861111),Hungria,,,,
8022,Lapuz Lapuz Cave,Point(122.65611111 11.02794444),Filipinas,,,,
8023,"Las Cabras Pintadas de Las Batuecas rock shelter, La Alberca",Point(-6.154722222 40.468611111),Espanha,,,,
8024,Las Casas de las Ingenieros I,Point(-2.2661 38.1998),Espanha,,,,
8025,Las Casas de las Ingenieros Il,Point(-2.2675 38.1981),Espanha,,,,
8026,Las Cuevas De Maquez,Point(-13.46828 29.16469),Espanha,,,,
8027,Lascaux 2,Point(1.1674 45.05363),França,,,,
8028,Lascaux IV,Point(1.169680652 45.058225248),França,,,,
8029,Lasseter's Cave,Point(129.3956333 -25.0200555),Austrália,,,,
8030,Lastovica,Point(24.1789 43.0289),Bulgária,,35.0,,320.0
8031,Latnija cave,Point(14.36763 35.99775),Malta,,,,
8032,Laugarvatnshellar,Point(-20.884097527 64.216972171),Islândia,,,,
8033,Laugerie-Haute,Point(1.00333333 44.95319444),França,,,,
8034,Laurel Caverns,Point(-79.7116 39.7996),Estados Unidos,,,,
8035,Lawetsi Caves,Point(28.741944444 -28.5875),África do Sul,,,1926.0,
8036,Lazar's Cave,Point(21.9627 44.0293),Sérvia,,,,16041.0
8037,Lazar's cave,Point(21.984666666 44.005833333),Sérvia,,,,
8038,Le Creux au Chien,Point(-2.566388888 49.42),Guernsey,,,,
8039,Le Figuier Cave,Point(4.575206 44.308794),França,,,,
8040,Le Fourneau,Point(-72.19914 48.4334),Canadá,,,,
8041,Le Grotte,Point(8.817085 44.431253),Itália,,,,
8042,Le Grotte della Valganna,Point(8.82243 45.85539),Itália,,,,
8043,"Le Mont - Saint Brais III, Paleolithic and Late Bronze Age shelters",Point(7.13185 47.31024),Suíça,,,,
8044,Le Régourdou,Point(1.179166666 45.055277777),França,,,,
8045,Le petit Lourdes,Point(5.607494 50.759844),Bélgica,,,,
8046,Leamington Caves,Point(-64.70861 32.34278),Reino Unido,,,23.0,
8047,Lechuguilla Cave,Point(-104.503308333 32.190641666),Estados Unidos,,,,
8048,Lecina superior,Point(0.03444 42.21808),Espanha,,,,
8049,Ledara,Point(16.63139 44.34056),Bósnia e Herzegovina,,,1067.0,
8050,Ledena pecina,Point(19.0496 43.1356),Montenegro,,,2160.0,
8051,Ledena pećina,Point(19.954622 43.361187),Sérvia,,,,2500.0
8052,Ledenika,Point(23.491111111 43.204444444),Bulgária,,,1116.0,
8053,Ledenika,Point(23.493 43.2099),Bulgária,,21.0,,320.0
8054,Ledenishka yama,Point(24.184822222 43.046608333),Bulgária,,38.0,,30.0
8055,Ledenitsata,Point(24.076036111 43.162555555),Bulgária,,14.0,,36.0
8056,Ledenjača,Point(15.539722222 44.871388888),Croácia,,,,
8057,Lednicata,Point(24.896916666 41.897972222),Bulgária,,61.0,,58.0
8058,Lednika,Point(26.5128 42.9336),Bulgária,,242.0,,1367.0
8059,Lednitsata,Point(23.459947222 43.222022222),Bulgária,,44.0,,83.0
8060,Lednitsata,Point(24.055833333 43.188888888),Bulgária,,32.0,,97.0
8061,Leeugatgrot,Point(27.183888888 -26.288333333),África do Sul,,,1497.0,
8062,Legény Cave,Point(18.844233333 47.69935),Hungria,,,,
8063,Lehelős Hole,Point(18.9915 47.543083333),Hungria,,,,
8064,Lehman Caves,Point(-114.219722 39.005833),Estados Unidos,,,,
8065,Leichenhöhle,Point(7.85947 51.3745),Alemanha,,,,
8066,Leichtweißhöhle,Point(8.22166 50.1053),Alemanha,,,,
8067,Lej na Łączkach,Point(19.7425 50.1525),Polónia,,7.3,340.0,4.0
8068,Lekinka,Point(14.1933 45.7886),Eslovénia,,,,
8069,Lemminkäinen's Temple,Point(25.32440127 60.263206669),Finlândia,,,,
8070,Lene Hara cave,Point(127.29652405 -8.40844179),Timor-Leste,,,,
8071,Lengyel Cave,Point(18.419466666 47.585983333),Hungria,,,,
8072,Lengyel Pit,Point(18.419386111 47.585955555),Hungria,,,,
8073,Lenyadri,Point(73.88555556 19.24277778),Índia,,,,
8074,Leohöhle,Point(10.1475 48.69194444),Alemanha,,,,
8075,Leonora's Caves,Point(-5.3455 36.12619),Gibraltar,,,,
8076,Lepenitsa cave,Point(24.01005556 41.95502778),Bulgária,10.0,,975.0,1525.0
8077,Lepirnica,Point(18.31788 43.00992),Bósnia e Herzegovina,,,489.0,
8078,Lepke Cave,Point(18.876083333 47.698361111),Hungria,,,,
8079,Lera Cave sanctuary,Point(24.1026 35.5903),Grécia,,,,
8080,Lermontov Grotto,Point(43.086944 44.039722),Rússia,,,,
8081,Les Abîmes,Point(-2.348611111 49.4375),Guernsey,,,,
8082,Les Coves,Point(0.882083 42.2477),Espanha,,,1101.0,
8083,Les Fieux Cave,Point(1.6901 44.8771),França,,,,
8084,Les Roques Guàrdies II,Point(0.8478 41.49677),Espanha,,,,
8085,Les Tosques,Point(2.18628 41.7105),Espanha,,,,
8086,Les Vachons,Point(0.157778 45.5322),França,,,,
8087,Les-hegyi Cave,Point(18.946138888 47.576611111),Hungria,,,,
8088,Letreros de los Mártires,Point(-2.488 37.9167),Espanha,,,,
8089,Levak cave,Point(15.488111111 45.849194444),Eslovénia,,,,
8090,Levant Cave,Point(-5.344507 36.122149),Reino Unido,,,,
8091,Lewis and Clark Caverns,Point(-111.883 45.843),Estados Unidos,,,,
8092,Lewis and Clark Caverns,Point(-111.850819444 45.822888888),Estados Unidos,,,,
8093,Lezaeta,Point(-1.511280224 43.04521212),Espanha,,,,
8094,Lezea,Point(-2.27416667 42.88055556),Espanha,,107.0,,572.0
8095,Lezetxiki,Point(-2.53333333 43.07472222),Espanha,,345.0,,
8096,Leány Cave,Point(18.8445 47.69995),Hungria,,,,
8097,Leánylakások,Point(17.882416666 46.922027777),Hungria,,,,
8098,Lichtenstein Cave,Point(10.174166666 51.724444444),Alemanha,,,,
8099,Likhni Cave,Point(40.61697 43.1469),Geórgia,,,,
8100,Liko Cave,Point(24.3 35.4),Grécia,,,,
8101,Liliecilor cave,Point(24.04059 45.191868),Roménia,,,,
8102,Lilla Cave,Point(20.60935 48.120833333),Hungria,,,,
8103,Lillafüredi No 2 tufa cave,Point(20.623472222 48.105444444),Hungria,,,,
8104,Linars cave,Point(1.63531 44.7984),França,,,,
8105,Lingjiao Cave,Point(121.748527777 25.028111111),Taiwan,,,,
8106,Linkenboldshöhle,Point(9.03066667 48.27601111),Alemanha,,,,
8107,Linville Caverns,Point(-81.9377 35.9165),Estados Unidos,,,,
8108,Lipa Cave,Point(18.9534 42.374),Montenegro,,,,
8109,Liphofung Cave,Point(28.233611111 -28.784443888),Lesoto,,,,
8110,Lipka Cave,Point(14.4853342 50.7887237),Chéquia,,,,
8111,Lipljan marble cave,Point(21.1225 42.5258),Sérvia,,,550.0,440.0
8112,Lipova dupka,Point(23.609861111 43.097669444),Bulgária,,0.0,,0.0
8113,Lippoldshöhle,Point(9.75534 51.983),Alemanha,,,,
8114,Lisicha dupka,Point(24.406533333 41.578383333),Bulgária,,7.0,,21.0
8115,Lisichata dupka,Point(23.207441666 42.500186111),Bulgária,,4.0,,28.0
8116,Liskovska jaskyna,Point(19.344438888 49.091669444),Eslováquia,,,,3706.0
8117,Little Blue Lake,Point(140.68 -37.9277),Austrália,,,,
8118,Little Hoyle Cave and Longbury Bank Dark Age Site,Point(-4.7321561 51.666256),Reino Unido,,,,
8119,Little Oven Cave,Point(-55.7456011 51.5831016),Canadá,,,,
8120,Liu-Hosar,Point(34.349717 44.879067),Rússia,,48.0,,110.0
8121,Livingstone Cave (Kobokwe Cave),Point(25.497 -24.3966),Botsuana,,,,
8122,Llygad Llwchwr,Point(-3.933333333 51.843055555),Reino Unido,,,,
8123,Llywelyn's Cave,Point(-3.339694 52.112545),Reino Unido,,,,
8124,Lo Cambrot,Point(0.72172222 42.05669444),Espanha,,,1470.0,
8125,Lobster Cave,Point(120.38830556 22.34486111),Taiwan,,,,
8126,Logarček,Point(14.2682 45.8649),Eslovénia,,,,
8127,Loggia Cave,Point(18.7902389 47.7569083),Hungria,,,,
8128,Lohani Caves,Point(75.39229716 22.34792364),Índia,,,,
8129,Lokvarka Cave,Point(14.762222 45.360556),Croácia,,275.0,760.0,1179.0
8130,Loltun Cave,Point(-89.4564 20.2528),México,,,,
8131,Lomas Rishi Cave,Point(85.065522 25.005582),Índia,,,,
8132,Lombrives,Point(1.61638889 42.82333333),França,,,,
8133,London Bridge,Point(149.2624 -35.5157),Austrália,,,,
8134,Long Churn Cave,Point(-2.34916667 54.17555556),Reino Unido,,,,
8135,Long Drop Cave,Point(-2.507677 54.207282),Reino Unido,,,,
8136,Long Hole Cave,Point(-4.23488889 51.54277778),Reino Unido,,,,
8137,Long Mile Cave,Point(-77.6441 18.3768),Jamaica,,,,
8138,Longhole Cave,Point(-4.2347826 51.543118),Reino Unido,,,,
8139,Longhorn Cavern State Park,Point(-98.3508 30.6847),Estados Unidos,,,,
8140,Longwood Swallet,Point(-2.7384 51.2982),Reino Unido,,,,
8141,Loparnica,Point(17.7878 43.55078),Bósnia e Herzegovina,,,772.0,
8142,Lord Lovat's Cave,Point(-5.877067 56.317809),Reino Unido,,,,
8143,Loserloch,Point(13.771177 47.659174),Áustria,,,,
8144,Lost John's Cave,Point(-2.506249 54.202512),Reino Unido,,,,
8145,Lost Oasis Cave Preserve,Point(-97.873766 30.163244),Estados Unidos,,,,
8146,Lost Pot,Point(-2.505841 54.200351),Reino Unido,,,,
8147,Lost River Cave,Point(-86.471663888 36.952833333),Estados Unidos,,,,
8148,Lost River Caverns,Point(-75.330833333 40.580833333),Estados Unidos,,,,
8149,Lost World Caverns,Point(-80.4469 37.8326),Estados Unidos,,,,
8150,Loupežnická jeskyně,Point(14.9156389 50.7555222),Chéquia,,,,
8151,Loupežnická jeskyně,Point(14.2235353 50.8530706),Chéquia,,,,
8152,Lourd Mata Mandir,Point(79.0637947 21.1647517),Índia,,,,
8153,Lourdes Grotte Schloss Ebersberg,Point(9.5316863 48.9366836),Alemanha,,,,
8154,Lourdes grotto,Point(11.124620258 46.219810741),Itália,,,,
8155,Lourdes grotto,Point(6.97019 49.19283),França,,,,
8156,Lourdes grotto,Point(4.883049114 49.863651817),Bélgica,,,,
8157,Lourdes grotto of Monastery Saint Clara,Point(11.742934009 48.402581653),Alemanha,,,,
8158,Lourdes grottoe,Point(5.725464 50.923947),Bélgica,,,,
8159,Lourdes-Grotte,Point(9.788264 49.507772),Alemanha,,,,
8160,Lourdesgrot,Point(4.283422 52.110022),Países Baixos,,,,
8161,Lourdesgrot,Point(2.95528 50.97684),Bélgica,,,,
8162,Lourdesgrot,Point(5.5511 50.94737),Bélgica,,,,
8163,Lourdesgrot,Point(4.917028 52.360881),Países Baixos,,,,
8164,Lourdesgrot,Point(3.81858 51.47242),Países Baixos,,,,
8165,Lourdesgrot,Point(6.36644 52.40529),Países Baixos,,,,
8166,Lourdesgrot,Point(4.59094 51.55255),Países Baixos,,,,
8167,Lourdesgrot,Point(5.82795 50.862408),Países Baixos,,,,
8168,Lourdesgrot,Point(4.387666666 50.980166666),Bélgica,,,,
8169,Lourdesgrot,Point(5.747358333 50.835283333),Países Baixos,,,,
8170,Lourdesgrot,Point(5.924661111 50.931616666),Países Baixos,,,,
8171,Lourdesgrot,Point(5.863694444 50.770611111),Países Baixos,,,,
8172,Lourdesgrot,Point(5.707777777 50.778611111),Países Baixos,,,,
8173,Lourdesgrot,Point(5.723472222 50.774194444),Países Baixos,,,,
8174,Lourdesgrot,Point(5.755094444 50.886297222),Países Baixos,,,,
8175,Lourdesgrot,Point(5.742322222 50.901080555),Países Baixos,,,,
8176,Lourdesgrot,Point(5.88711083 51.215327),Países Baixos,,,,
8177,Lourdesgrot,Point(5.8768031 51.068822),Países Baixos,,,,
8178,Lourdesgrot,Point(5.98926812 50.836349),Países Baixos,,,,
8179,Lourdesgrot,Point(5.986492 50.775483),Países Baixos,,,,
8180,Lourdesgrot Banholt,Point(5.809522222 50.790297222),Países Baixos,,,,
8181,Lourdesgrot Clemensdomein,Point(5.959244444 50.956761111),Países Baixos,,,,
8182,Lourdesgrot Eys,Point(5.935683 50.826003),Países Baixos,,,,
8183,Lourdesgrot Herkenrade,Point(5.781333333 50.798861111),Países Baixos,,,,
8184,Lourdesgrot Koningsbosch,Point(5.95744371 51.053362),Países Baixos,,,,
8185,Lourdesgrot Missiehuis Cadier en Keer,Point(5.754886111 50.838236111),Países Baixos,,,,
8186,Lourdesgrot Remersdaal,Point(5.883777777 50.728319444),Bélgica,,,,
8187,Lourdesgrot Sint Pieter,Point(5.694183333 50.828991666),Países Baixos,,,,
8188,"Lourdesgrot, Sint Nicolaasga",Point(5.745588888 52.92295),Países Baixos,,,,
8189,"Lourdesgrot, Wijnandsrade",Point(5.88321894 50.903034),Países Baixos,,,,
8190,Lourdesgrotte,Point(9.297233866 50.025136318),Alemanha,,,,
8191,Lourdesgrotte,Point(10.13787 50.52734),Alemanha,,,,
8192,Lourdesgrotte,Point(9.612873189 50.213734874),Alemanha,,,,
8193,Lourdesgrotte,Point(9.171987117 49.799776017),Alemanha,,,,
8194,Lourdesgrotte,Point(12.074670246 48.08272525),Alemanha,,,,
8195,Lourdesgrotte,Point(11.133874416 47.559114407),Alemanha,,,,
8196,Lourdesgrotte,Point(11.698924829 49.334306711),Alemanha,,,,
8197,Lourdesgrotte Dekan-Hofmeier-Straße 4 in Wolnzach,Point(11.664524614 48.621741307),Alemanha,,,,
8198,Lourdesgrotte Dorfstraße 2 in Gaukönigshofen,Point(9.979469289 49.624859523),Alemanha,,,,
8199,Lourdesgrotte Dorfstraße 8 in Freihung,Point(11.885815583 49.575984899),Alemanha,,,,
8200,Lourdesgrotte Haager Straße 40 in Erding,Point(11.907844863 48.300374472),Alemanha,,,,
8201,Lourdesgrotte Josefsberg; Kapellenweg in Isen,Point(12.062309303 48.213027445),Alemanha,,,,
8202,Lourdesgrotte Kirchberg 7 in Wolnzach,Point(11.62110355 48.564891149),Alemanha,,,,
8203,Lourdesgrotte Kirchplatz 1 in Gaukönigshofen,Point(9.998790499 49.633768727),Alemanha,,,,
8204,Lourdesgrotte Kirchplatz 4 in Gelchsheim,Point(10.061630326 49.578613235),Alemanha,,,,
8205,Lourdesgrotte Kirchplatz 4 in Konnersreuth,Point(12.225828195 50.012051091),Alemanha,,,,
8206,Lourdesgrotte Kirchweg 5 in Ebnath,Point(11.940119129 49.951157806),Alemanha,,,,
8207,Lourdesgrotte Klosterhof 7; Klosterhof 10 in Auerbach in der Oberpfalz,Point(11.587526204 49.703491649),Alemanha,,,,
8208,Lourdesgrotte Maria-Ward-Straße 24 in Haag in Oberbayern,Point(12.179683585 48.159091438),Alemanha,,,,
8209,Lourdesgrotte Nähe Espach in Ustersbach,Point(10.645211404 48.313245901),Alemanha,,,,
8210,Lourdesgrotte Nähe Pfarrer-Ferstl-Straße in Wiesau,Point(12.177204098 49.913291169),Alemanha,,,,
8211,Lourdesgrotte Nähe Spettinger Straße in Bobingen,Point(10.727228998 48.258671281),Alemanha,,,,
8212,Lourdesgrotte Nähe Steige in Volkach,Point(10.173023653 49.862915509),Alemanha,,,,
8213,Lourdesgrotte Ortsstraße 29; Nähe Ortsstraße; Ortsstraße 29; Ortsstraße 31a in Ebermannsdorf,Point(12.029684499 49.368896342),Alemanha,,,,
8214,Lourdesgrotte Petersgasse 50 in Straubing,Point(12.587416191 48.886009798),Alemanha,,,,
8215,Lourdesgrotte Pfarrplatz 9a in Dingolfing,Point(12.498582659 48.628001367),Alemanha,,,,
8216,Lourdesgrotte Rodaun,Point(16.256101 48.131741),Áustria,,,,
8217,Lourdesgrotte Schulgasse 5 in Aiterhofen,Point(12.618610207 48.845314),Alemanha,,,,
8218,Lourdesgrotte Weidenthal 26 in Guteneck,Point(12.283826847 49.468167111),Alemanha,,,,
8219,Lourdesgrotte Würzburger Straße 26 in Randersacker,Point(9.978129897 49.760582582),Alemanha,,,,
8220,Lourdesgrotte Zusameck in Dinkelscherben,Point(10.592750918 48.352527106),Alemanha,,,,
8221,Lourdesgrotte im Langental,Point(7.1400394 49.2492157),Alemanha,,,,
8222,Lourdeskapel,Point(5.552766666 51.254858333),Bélgica,,,,
8223,Lourdeskapelle,Point(12.088421 47.514021),Áustria,,,,
8224,Lourdeskapelle,Point(12.0699 49.7312),Alemanha,,,,
8225,"Lourdeskapelle und Lourdesgrotte, Flirsch",Point(10.411079 47.150925),Áustria,,,,
8226,Lovdzhiyskata dupka,Point(24.075794444 43.156088888),Bulgária,,13.0,,65.0
8227,Lovelock Cave,Point(-118.558 39.9626),Estados Unidos,,,,
8228,Lower Njesuthi,Point(29.403888888 -29.172222222),África do Sul,,,1893.0,
8229,Lowo Cave,Point(111.70604 -8.07641),Indonésia,,,,
8230,Lubang Jeriji Saléh,Point(117.32911111 1.24147222),Indonésia,,,,
8231,Lucayan Caverns,Point(-78.401388888 26.604444444),Bahamas,,,,
8232,Lud's Church,Point(-2.02056 53.1878),Reino Unido,,,,
8233,Lunuatugalge Cave,Point(81.503888888 6.519444444),Sri Lanka,,,,
8234,Lunuhinda Cave,Point(80.65 7.658333333),Sri Lanka,,,,
8235,Luolavuori Cave,Point(22.278437801 60.429833819),Finlândia,,,,
8236,Luray Caverns,Point(-78.4838 38.6643),Estados Unidos,,,,
8237,Luray Caverns,Point(-78.50195 38.66909),Estados Unidos,,,,
8238,Lurdy,Point(14.2605247 49.779955),Chéquia,,,,
8239,Lurgrotte,Point(15.3796 47.227),Áustria,,,466.0,
8240,Lusta-völgyi Cave,Point(20.59935 48.08335),Hungria,,,,
8241,Lutsifer,Point(26.336777777 42.892888888),Bulgária,,130.0,,3200.0
8242,Luzit Caves,Point(34.88666667 31.67611111),Israel,,,,
8243,Lyell Cave,Point(5.40889 50.5781),Bélgica,,,,
8244,Lynch Cave,Point(127.057222222 -30.973333333),Austrália,,,182.0,
8245,Lábasbükki Cave,Point(18.44305 47.46057),Hungria,,,,
8246,Lábasbükki Cavity,Point(18.44305 47.460569444),Hungria,,,,
8247,Látó-hegyi Cave,Point(19.01029 47.53849),Hungria,,,,
8248,Lämmermayer Höhle,Point(13.702777777 47.541666666),Áustria,,,,
8249,Légy Cave,Point(18.843491666 47.699247222),Hungria,,,,
8250,Léleklyuk Cave,Point(20.633766666 47.981533333),Hungria,,,,
8251,Létrás Cave,Point(20.58025 48.10115),Hungria,,,,
8252,Lóczy Cave,Point(17.873082 46.969008),Hungria,,,,154.0
8253,M'Kharig,Point(-3.75 31.183333333),Argélia,,,1006.0,
8254,Ma'anshan Cave,Point(106.776944444 28.121666666),China,,,,
8255,Maazata,Point(24.6004 42.7666),Bulgária,,6.0,,367.0
8256,Macahambus Cave,Point(125.0 8.75),Filipinas,,,,
8257,Macaque Cave,Point(109.0485 18.949),China,,,,
8258,Machraa el Aaker,Point(35.908888888 33.972777777),Líbano,,,,
8259,Macil ed Debes,Point(36.263333333 34.408333333),Líbano,,,,
8260,Mackó Cave,Point(18.97145844 47.63262177),Hungria,,,,
8261,Macocha Gorge,Point(16.7298174 49.3732361),Chéquia,,,514.0,
8262,Maconacon Cave,Point(122.22 17.432222222),Filipinas,,,27.0,
8263,Macska Cave,Point(18.94486389 47.64342778),Hungria,,,,
8264,Macska Hole,Point(19.0495151 47.7080936),Hungria,,,,
8265,Madai Caves,Point(118.15318 4.71687),Malásia,,,,
8266,Madura Cave,Point(127.0406 -31.98365),Austrália,,,21.0,
8267,Magas-tetői Cave,Point(20.666883333 48.551066666),Hungria,,,,
8268,Magazyn Cave,Point(19.288930445 50.744499064),Polónia,,3.0,321.0,44.0
8269,Magharet el-Qantara,Point(25.986388888 22.982219444),Egito,,,,
8270,Maghārat Judr,Point(30.7 27.4),Egito,,,169.0,
8271,Maghārat Qabr al Bayn,Point(35.2883 31.88084),Estado da Palestina,,,611.0,
8272,Maghārat al Banāt,Point(30.7 27.4),Egito,,,169.0,
8273,Maghārat al Baqarah,Point(30.866666666 27.433333333),Egito,,,41.0,
8274,Maghārat al Jāmi‘,Point(30.9 27.416666666),Egito,,,168.0,
8275,Maghārat al Muţrān,Point(30.7 27.4),Egito,,,169.0,
8276,Maghāyir Shu‘ayb,Point(35.042777777 28.509722222),Arábia Saudita,,,313.0,
8277,Maglivata peshtera,Point(26.4939 42.915),Bulgária,,220.0,,1244.0
8278,Magliviya snyag,Point(25.913311111 42.76935),Bulgária,,146.0,,3076.0
8279,Mago,Point(-172.758651 -13.549383),Samoa,,,,
8280,Magudova Pećina,Point(18.300833333 42.853611111),Bósnia e Herzegovina,,,,
8281,Magura Cave,Point(22.600277777 43.718333333),Bulgária,11.0,56.0,371.0,2500.0
8282,Mahakali Caves,Point(72.874133 19.130436),Índia,,,,
8283,Mahendra Cave,Point(83.9797 28.2714),Nepal,,,,
8284,Maijishan Grottoes,Point(105.13452222 34.40613056),China,,,1742.0,
8285,Maine,Point(-1.920032 43.032283),Espanha,,,,500.0
8286,Maitai Cave,Point(173.352842 -41.321912),Nova Zelândia,,,340.0,
8287,Majorshöhle (C188) und Höhlenruine (C189) N von Siegritzberg,Point(11.27578 49.85863),Alemanha,,,440.0,30.0
8288,Makapansgrot,Point(29.201666666 -24.142222222),África do Sul,,,1506.0,
8289,Maki-do Cave,Point(133.583416666 34.97175),Japão,,,,
8290,Makiminato Terabu Cave,Point(127.724527777 26.267277777),Japão,,,,
8291,Maksimovich's cave,Point(33.9116 44.4442),Rússia,,,,
8292,Mala Jama,Point(17.35897 43.2659),Bósnia e Herzegovina,,,660.0,
8293,Mala Komnica,Point(18.99975 44.05716),Bósnia e Herzegovina,,,1030.0,
8294,Mala Pasica,Point(14.4929 45.9194),Eslovénia,,,,
8295,"Malapa Fossil Site, Cradle of Humankind",Point(27.801324 -25.895147),África do Sul,,,1442.0,
8296,Malata Balabanova,Point(23.042277777 43.133488888),Bulgária,,125.0,,400.0
8297,Malata Garvan peshtera,Point(24.053027777 43.196666666),Bulgária,,4.0,,18.0
8298,Malham cave,Point(35.394166666 31.079722222),Israel,,,,
8299,Malka Bankovitsa,Point(24.045277777 43.196666666),Bulgária,,30.0,,142.0
8300,Malka Drqnovska,Point(26.361138888 42.88475),Bulgária,,11.0,,76.0
8301,Malkata maara,Point(26.5794 42.9016),Bulgária,,18.0,,59.0
8302,Malkata yama,Point(24.694111111 42.774611111),Bulgária,,232.0,,1101.0
8303,Malkishua cave,Point(35.432222222 32.446388888),Israel,,,,
8304,Mallata B1,Point(0.03611 42.21364),Espanha,,,,
8305,Malom utcai Cave,Point(18.328197222 47.647522222),Hungria,,,,
8306,Malá Pec,Point(17.675277777 48.631388888),Eslováquia,,,,
8307,Mamfiri,Point(177.016666666 -12.5),Fiji,,,,
8308,Mammoth Cave,Point(115.031 -34.0581),Austrália,,,,
8309,Mammoth Cave,Point(-112.588 37.5681),Estados Unidos,,,,
8310,Manastira+Uchilishteto,Point(27.251819444 43.25095),Bulgária,,0.0,,22.0
8311,Manastirina,Point(17.14 43.291111111),Croácia,,,,
8312,Manatee Cave,Point(-88.42875 17.19757),Belize,,,28.0,
8313,Mandapeshwar Caves,Point(72.85322504 19.24511143),Índia,,,,
8314,Mandrata,Point(24.530361111 43.070555555),Bulgária,,9.0,,1921.0
8315,Mandrata,Point(24.969116666 43.242291666),Bulgária,,12.0,,450.0
8316,Mandrin cave,Point(4.77136 44.46955),França,,,,
8317,Mangawhitikau Cave,Point(175.10442 -38.26125),Nova Zelândia,,,,
